advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Leon Schwarze	Leon Schwarze	1047441932065318	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Thomas Wellens	Wellens Thomas	444370912980803	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Marcela Valkova	Valkova Marcela	810377005974686	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Erik Stohn	SPD Teltow-Fläming	276626369175307	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Rosaria Talarico - Candidata Parlamento europeo - Elezioni europee 2019	Rosaria Talarico	612175085913846	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Alternative für Deutschland - Kreisverband Mittelsachsen	AfD Mittelsachsen	495527383854650	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Ripamonti Sindaco - Lega Usmate Velate	Francesca Capaccioli	425444267476044	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Sandro Giordani Sindaco	Sandro Giordani	648092968929444	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Lise Bech - Dansk Folkeparti	Bech Lise	665462313475794	Facebook	rd5	Last 5 days	1	1	999	0	13	0
Marc Loewenstein	Marco Loewenstein	664636000270959	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Theberton & Eastbridge Action Group on Sizewell - TEAGS	Theberton & Eastbridge Action Group on Sizewell (TEAGS)	474263022674218	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Rikke Lauritsen - SF	Lauritsen Rikke	471801563226188	Facebook	rd5	Last 5 days	1	1	999	0	13	0
Volt Bologna	Marcello Saltarelli	128614167809041	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Lega Giovani X Municipio		1967992106558586	Facebook	rd5	Last 5 days	1	1	999	0	99	0
PD Ottava Circoscrizione VR	Giuseppe Merlin	2246774735559915	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Giovanni Nezzo e Marina Agostino per Sanremo 2019	Fabrizio Lupi	1893433370779693	Facebook	rd5	Last 5 days	1	1	999	0	99	0
QdN Qualcosa di Napoli	Angela Pascale	375975729177114	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Εφημερίδα Πατρίς	Digital Solutions	480080462017104	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Mick Keller - Liberal Alliance	Mick Alexander Keller	184347308564575	Facebook	rd5	Last 5 days	1	1	999	0	13	0
Kulturpunkt.hr		89410579392	Facebook	rd5	Last 5 days	1	1	999	0	88	0
Didrik - 48e candidat à la Région de Bruxelles	Didrik de Schaetzen	349509471801299	Facebook	rd5	Last 5 days	1	1	999	0	99	0
CDU Lübeck	Carsten Grohmann	380533325350911	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Buncrana & South Inishowen Sinn Féin	Ni Bhroin Sinead	620153045086951	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Enhedslisten Køge	Rolskov Niels	366165650071333	Facebook	rd5	Last 5 days	1	1	999	0	13	0
SPD Leutenbach	Pierre Orthen	1410718009143557	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Alternative für Deutschland Kreisverband Rhein - Pfalz - Kreis		1190983027642287	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Abram Ward Labour Party	Alan Darbyshire	1750015101892170	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Vänsterpartiet Sundbyberg	Vänsterpartiet Sundbyberg	1592860820974499	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Norica Nicolai	Increase Digital	121265151226126	Facebook	rd5	Last 5 days	1	1	999	0	20	0
Michael Aastrup Jensen	Jensen Michael Aastrup	389665107805619	Facebook	rd5	Last 5 days	1	1	999	0	13	0
Giulia Pastorella	Giulia Pastorella | Europa per Scelta	2233320866726559	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Bogdan Klich	Bogdan Adam Klich 	102087510135950	Facebook	rd5	Last 5 days	1	1	999	0	23	0
Dario Pareschi	Dario Pareschi	400784997407816	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Knut Lunks Freie Wählervereinigung Heidelberg e.V.	Knut Henke Lunks	367647217180459	Facebook	rd5	Last 5 days	1	1	999	0	99	0
KPÖ Graz	KPÖ Graz	167792116901542	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Gunner Poulsen SF	Poulsen Gunner Kjerulf 	355083705048259	Facebook	rd5	Last 5 days	1	1	999	0	13	0
Bündnis 90 / Die Grünen Gera	Thomas Michael Wieden	260306127714114	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Jan De Volder	CD&V	250105722223585	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Miikka Keränen	Keranen Miikka Markus	126768630726940	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Maria Gabriella Branca	Luigi Lanza	2340721186159322	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Sławomir Zawiślak - Poseł Naszej Ziemi	GRAFTET Michał Teterycz	175489039166522	Facebook	rd5	Last 5 days	1	1	999	0	23	0
Evgenij Renke	Evgenij Renke	1338595192842451	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Menichetti e Chelli. candidati al consiglio comunale di Pontedera.		2245613075704962	Facebook	rd5	Last 5 days	1	1	999	0	99	0
KPÖ PLUS Salzburg	KPÖ PLUS	548091638575123	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Alessandra Senatore	Domenico Campeglia	668311250269031	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Declan Burke - Fianna Fáil - Tallaght Central	Burke Declan	666587086733858	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Patryk Jaki	KW Prawo i Sprawiedliwość	199877710116314	Facebook	rd5	Last 5 days	1	1	999	0	23	0
Cllr Diogo Rodrigues	Diogo Rodrigues	1847912222147101	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Junts per Catalunya	Junts per Catalunya	386166375144833	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Carsten Krehl - ÖDP	Carsten Günter Helmut Krehl	253247298424946	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Sverigedemokraterna Östergötland	Svensson Jan Hubert	386410271448008	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Unabhängige Liste Furtwangen	Reinhard Paul Hübner	212149755662884	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Cllr. Seamus Hanafin	Fogarty Gerard	78105981167	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Gosport Conservatives	Gosport Conservative Association	252502171807508	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Exarco		1441322929448592	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Il puntino sulla d	Francesco Portone	252906558149274	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Squirrels Antiques	Alan Harvey Stone	309405686175567	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Luciano Pizzoni Sindaco	Luciano Pizzoni Sindaco	2408453165855171	Facebook	rd5	Last 5 days	1	1	999	0	99	0
knopi41	Hendrik Knop	410145443134612	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Kristdemokraterna Falkenberg	Ferris Georgia Minnie Anna	184270554952699	Facebook	rd5	Last 5 days	1	1	999	0	46	9
Claudia Stomeo	Marco Panareo	357540418216403	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Georgia Ferris KD EU-Kandidat	Ferris Georgia Minnie Anna	407374246718043	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Kristdemokraterna Halland	Ferris Georgia Minnie Anna	727605503925235	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Pennini Paolo	Paolo Pennini	2308895076058232	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Lorenzo Rizzo	Lorenzo Rizzo 	2209384219127782	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Articolo Uno Pescara	Francesco D'Agresta	370948169996345	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Matteo Melato - Lega Reggio Emilia	Matteo Melato 	539466976169977	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Alexander Hannes	CSU Kreisverband Regen	287380818788155	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Emma Wiesner	Emma Wiesner (Centerpartiet)	653072158104424	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Socialdemokraterna Dalarna	Socialdemokraterna Dalarna	362970427153858	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Cavezzo Viva - Associazione Culturale	Enrico Malverti	619037048529553	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Beckha Doyle - Social Democrat for Scarriff & Killaloe	Beckha Doyle For Scarriff Killaloe	286051255266972	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Socialdemokraterna i Borås	Socialdemokraterna i Borås	104604012928735	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Allianssi	Allianssi	189362187761641	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Mathieu Bihet	Mathieu BIHET	189423617853111	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Uniti Per Oleggio	Matteo Manfredino	319574408751434	Facebook	rd5	Last 5 days	1	1	999	0	99	0
EslövsModeraterna	Malmborg Rikard	1563356257213073	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Moderaterna i Östergötland	Moderaterna i Östergötland	435489349877161	Facebook	rd5	Last 5 days	1	1	999	0	46	9
OrlandoMagazine.it	Mirco Negri	175566843236682	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Polska Fair Play Jolanta Milas	Olaf Szymon Skibiński	363474570925082	Facebook	rd5	Last 5 days	1	1	999	0	23	0
Δημήτρης Καπούνης - Πρόεδρος ΕΑΣ Νάξου - Υποψήφιος Ευρωβουλευτης ΚΙΝΑΛ	Georgios Sergis 	2130414487259313	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Centerpartiet Västerbotten	Andersson Ase Amandah	281642088439	Facebook	rd5	Last 5 days	1	1	999	0	9	0
БСП Русе - Мъдрост и ново начало		732480440438324	Facebook	rd5	Last 5 days	1	1	999	0	88	0
Aidan Farrelly Social Democrats	Farrelly Aidan	1907649435989003	Facebook	rd5	Last 5 days	1	1	999	0	99	0
De Beleefhoek - Koffie & Klets vzw	Desmet Emmelien	958236627700857	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Junts per Catalunya - Vidreres	Partit Demòcrata Vidreres	265760857701334	Facebook	rd5	Last 5 days	1	1	999	0	99	0
SNAGA - Stranka narodnog i građanskog aktivizma	SNAGA - stranka narodnog i građanskog aktivizma	309273389409125	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Gilets jaunes Dreux 28	Andrei Vladimirovitch Goultsev	973394992846401	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Janika Takatalo	Takatalo Janika Emmi Kristiina	1380023342235751	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Open FVG	Greta Reverdito	363847417393088	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Kommunistiska Partiet Göteborg	Kommunistiska Partiet Göteborg	355113523668	Facebook	rd5	Last 5 days	1	1	999	0	9	0
„A pénz visszajár"	Zágráb Nándor	806011439524661	Facebook	rd5	Last 5 days	1	1	999	0	3	1
Anna Azzopardi	Ann Marie Azzopardi	380497969456408	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Miljöpartiet de Gröna i Sundbyberg	Miljöpartiet Sundbyberg	107104919328517	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Paul Cordy	Nieuw-Vlaamse Alliantie	650813488672073	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Charlotte Nordström	Nordstrom Charlotte Astrid	1470292919905819	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Kristdemokraterna på Orust	Kristdemokraterna	159407334910426	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Kristdemokraterna Göteborg	Kristdemokraterna Göteborg	1139097292843761	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Clare Claffey Social Democrats	Social Democrats Laois Offaly	289004898593218	Facebook	rd5	Last 5 days	1	1	999	0	99	0
SITGES GRUP INDEPENDENT		315721953707	Facebook	rd5	Last 5 days	1	1	999	0	99	0
MUDr. Gabriela Pecková - TOP 09	Vondryska Jan	113755299053	Facebook	rd5	Last 5 days	1	1	999	0	3	0
Open Bocconi PD	Roberto Biondini	280672612632082	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Mads Fuglede	Mads Fuglede	1554525611484429	Facebook	rd5	Last 5 days	1	1	999	0	13	0
Common Sense	Peter Mercieca	144274229676499	Facebook	rd5	Last 5 days	1	1	999	0	99	0
FDP Bielefeld	Jan-Maik Schlifter De La Fontaine	153467308073688	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Landhotel Tannenhof***S		110369589038456	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Emil Forslund - Politiker	Forslund Emil Jonathan	629056647456278	Facebook	rd5	Last 5 days	1	1	999	0	9	0
SPD Tübingen	SPD Kreis Tübingen	320469474668529	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Bradford on Avon Lib Dems	Chippenham Constituency Liberal Democrats	176178532420023	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Michael Nedersøe - Dansk Folkeparti	Nedersøe Michael Kim Bladt	1448006052123626	Facebook	rd5	Last 5 days	1	1	999	0	13	0
Cristiano Puglisi	Cristiano Puglisi	325631827561520	Facebook	rd5	Last 5 days	1	1	999	0	99	0
KD Sigtuna	Makris Jessica Therese	2063183643940247	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Ideal Bradford	Ideal Bradford	229750704107223	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Kristdemokraterna i Gagnef	Kristdemokraterna Dalarna	273483286188959	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Pracownia Architektury Krajobrazu Anna Zbrzezna		510672049016743	Facebook	rd5	Last 5 days	1	1	999	0	88	0
Martin Hohmann, MdB	Martin Hohmann	1942497819398764	Facebook	rd5	Last 5 days	1	1	999	0	99	0
PvdA Enschede	PvdA Enschede	436001856449324	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Μανώλης Βέμης	Εμμανουηλ Βεμης	395239811075145	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Konstantinos Konstantinidis	Konstantinos Konstantinidis	336520913810779	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Kennington Community Council	Kennington Shadow Community Council	585914318462112	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Ελεύθερη Στερεά	Andreas Voulgaris	436882700404941	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Tabitha Elkins- Politikerin		966605413470428	Facebook	rd5	Last 5 days	1	1	999	0	99	0
KDMaria	Nilsson Anna Maria	250279129252623	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Kristdemokraterna i Dalarna	Kristdemokraterna Dalarna	321670347944266	Facebook	rd5	Last 5 days	1	1	999	0	46	9
Kristdemokraterna i Ulricehamn	Kristdemokraterna i Ulricehamn	204903883423715	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Eva B Arnesson - KD	Eva B Arnesson - KD	297923747637590	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Lars Klingbeil	Lars Klingbeil	355456486093	Facebook	rd5	Last 5 days	1	1	999	0	99	0
CD&V Ravels	Andriessen Nic	107574269395562	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Anne Valentina Berthelsen	Berthelsen Anne	1701135240186838	Facebook	rd5	Last 5 days	1	1	999	0	13	0
Cinzia Rubertelli Sindaco	Prati Andrea mandatario elettorale di Rubertelli Cinzia	1409656025962989	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Demokratibygget	Barrett Sara Helena	536156530105433	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Yasmine Kherbache - volksvertegenwoordiger	Sp.a Antwerpen	189145821274552	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Nye Borgerlige i Skive		568131236968749	Facebook	rd5	Last 5 days	1	1	999	0	13	0
Hrvatske vijesti		286736758747850	Facebook	rd5	Last 5 days	1	1	999	0	88	0
Socialdemokraterna på Linje 17	Socialdemokraterna på Linje 17 	174527259250554	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Lubello Francesco	Francesco Lubello	520821171359784	Facebook	rd5	Last 5 days	1	1	999	0	99	0
La Sinistra Lazio	Giancarlo Ilari	326405431406323	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Varese Pride	Arcigay Varese	523268051186707	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Dublin  Bay South Greens	Dublin Bay South Green Party	474701085946722	Facebook	rd5	Last 5 days	1	1	999	0	99	0
De Balie	De Balie	259613427387423	Facebook	rd5	Last 5 days	1	1	999	0	99	0
West Cork People Before Profit Alliance	O'Sullivan Vanessa	174190439384938	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Jubilee+	Jubilee+	438366662862174	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Παναγιώτης Καγκελάρης - Υποψήφιος Ευρωβουλευτής ΜέΡΑ25	Panayotis Cangelaris	387601332029624	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Riku Eskelinen	Riku Eskelisen eurovaalien tukiyhdistys Herttoniemen Keskustaseura ry	312837175579728	Facebook	rd5	Last 5 days	1	1	999	0	99	0
SPD POTSDAM	SPD Potsdam	123837087688700	Facebook	rd5	Last 5 days	1	1	999	0	99	0
SPD Friedrichshafen	Luca Elias Baumann	227497950644482	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Jakob Thiemann i Europaparlamentet	Thiemann Jakob Hojfeldt	1987954044580914	Facebook	rd5	Last 5 days	1	1	999	0	66	13
Tiverton & Honiton Liberal Democrats	Dr. J Timperley on behalf of Tiverton and Honiton Liberal Democrats	150862338924727	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Andrew Milton - Lib Dems in Kenilworth	Andrew William Milton	230199117574707	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Bündnis 90 / Die Grünen Thüringen	BÜNDNIS 90/DIE GRÜNEN Thüringen	445962318752667	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Liberalerna Österåker	Liberalerna i Österåker	316933851779070	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Bündnis 90/Die Grünen Kreisverband Barnim	Torsten Eckart Wiebke	2095662597197606	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Shanklin Conservatives	Shanklin Conservatives	1894117177585611	Facebook	rd5	Last 5 days	1	1	999	0	114	0
CD&V Brussel	CD&V Brussel	650865328369779	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Ilaria Antelmi	Ilaria Antelmi 	2217881658525706	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Freie Liste Magstadt		368994383874827	Facebook	rd5	Last 5 days	1	1	999	0	99	0
AfD Fraktion Darmstadt	AfD-Darmstadt-Fraktion	1287910941236600	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Loving Europe 2	Terence Brotheridge	999682533550783	Facebook	rd5	Last 5 days	1	1	999	0	114	0
I Love EU	Terence Brotheridge	396013737832767	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Rasmus Peter Henriksen	Henriksen Rasmus Peter	1522101171358705	Facebook	rd5	Last 5 days	1	1	999	0	13	0
Gitte Willumsen - Folketingskandidat for Venstre	Willumsen Gitte	1751959911736210	Facebook	rd5	Last 5 days	1	1	999	0	13	0
No es política, Es Seseña	Partido Popular Seseña	207541725927600	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Ringolds Arnitis		448951318909238	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Algeciras "Por y Para"		651685141921384	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Octopus Montage	Octopus Montage	1602128833418754	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Sebastian Heinel - FDP	Sebastian Heinel	2786523878032361	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Cllr Nick Adams-King	Nick Adams-King	220735411764575	Facebook	rd5	Last 5 days	1	1	999	0	114	0
lunaslatexx	Berkers Julia Floor	1275687902594977	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Primaries Lliçà d'Amunt	Lliçà per la República	2225135660883578	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Junts per Torrefarrera	Partit Demòcrata Torrefarrera	314789169229836	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Rune Scharff Andreasen - Folketingskandidat	Andreasen Rune Scharff	1779593438770497	Facebook	rd5	Last 5 days	1	1	999	0	13	0
Pep Berga Vayreda	Junts per Catalunya Olot	409193516309406	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Νικόλας Παπαδόπουλος	Μανωλης Κυριακου	998046016880140	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Δημοκρατικό Κόμμα	Μανωλης Κυριακου	293704380825571	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Jacek Kuźniewicz	Jacek Kuźniewicz	1422828751268697	Facebook	rd5	Last 5 days	1	1	999	0	23	0
Christian Zoll	Vorarlberger Volkspartei	601419393620184	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Vlaams Belang Jabbeke	Vlaams Belang Jabbeke	400158513505219	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Αντωνία Τουρλίδα - Υποψήφια Περιφερειακή Σύμβουλος Αιτωλοακαρνανίας	Αντωνία Τουρλίδα	347049225927669	Facebook	rd5	Last 5 days	1	1	999	0	99	0
AfD Kreisverband Wittenberg	Anne Grünschneder	1409546049300997	Facebook	rd5	Last 5 days	1	1	999	0	99	0
ANO, máme rádi Olomouc	wecreate media	240004189482300	Facebook	rd5	Last 5 days	1	1	999	0	3	0
Good Affairs		750408395070231	Facebook	rd5	Last 5 days	1	1	999	0	20	0
Juliane Steinmüller	Anne Juliane Steinmüller	1933244040136196	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Bra, la mia città		589604378175741	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Green & Co Accountants and Tax Advisors	Katie Ann Marie Williams	262456550465824	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Takacs Zoltan	Takacs Zoltan	1827240594259659	Facebook	rd5	Last 5 days	1	1	999	0	20	0
SPD Oberneuland	SPD Oberneuland	1638965259687442	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Pinksixty	Leeze Lawrence	108182029247820	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Ciudadanos	Ciudadanos	74078667754	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Jobbik Rétság	Jobbik Magyarországért Mozgalom	1360301207471601	Facebook	rd5	Last 5 days	1	1	999	0	1	0
Mirja Vehkaperä	Vehkaperä Mirja Tellervo	237130593122439	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Junge Liberale JuLis Erfurt	Junge Liberale (JuLis) Erfurt	347832572265719	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Olli-Pekka Nyberg	NYBERG OLLI-PEKKA	291483185114189	Facebook	rd5	Last 5 days	1	1	999	0	99	0
studietid	#studietid	637235366608588	Facebook	rd5	Last 5 days	1	1	999	0	9	0
PD Giulianova per Filipponi Sindaco	Partito Democratico Giulianova	890311534646092	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Eddie Hughes MP	Eddie Hughes & Walsall Conservatives	1544601488897440	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Nicolas Stilmant - 2e effectif - liste Chambre	Nicolas Stilmant	371323650128015	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Ipswich Region	Region Media Ltd	2075147492755843	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Giovani Democratici provincia di Modena	Giovani Democratici provincia di Modena	78729426026	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Diakonie Schleswig-Holstein	Diakonie Schleswig-Holstein	197647650755276	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Anders Rehnberg till Europaparlamentet	Rehnberg Anders John Henry	362678667854817	Facebook	rd5	Last 5 days	1	1	999	0	9	0
Terre des Hommes Nederland		285512534937	Facebook	rd5	Last 5 days	1	1	999	0	99	0
The Radical Tea Towel Company	Radical Tea Towel Company Ltd	242351902481164	Facebook	rd5	Last 5 days	1	1	999	0	114	0
Jusos Salzkotten	SPD Ortsverein Salzkotten	172069852836309	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Julie O'Leary	O'Leary Julie	1395595887405642	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Davide Artiko		789495278077545	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Γιώργος Πανούχος	Γεώργιος Πανούχος	1678187295660948	Facebook	rd5	Last 5 days	1	1	999	0	99	0
Socialdemokraterna i Helsingborg	Socialdemokraterna Helsingborg	303070626373544	Facebook	rd5	Last 5 days	1	1	999	0	46	9
Sarah Jones MP - Standing Up for Croydon	Sarah Jones MP	130987447098320	Facebook	rd5	Last 5 days	1	1	999	0	114	0
ВМРО Горна Оряховица		245988949432379	Facebook	rd5	Last 5 days	1	1	999	0	88	0
Národní Noviny	Hrubon Rudolf	267806570729225	Facebook	rd5	Last 5 days	1	1	999	0	3	0
EAJ PNV Santurtzi	EAJ-PNV	185257748170049	Facebook	rd5	Last 5 days	1	1	999	0	99	0
